Price,Prediction
26.15,29.5602910198304
26.0,29.572183362821306
26.05,29.58407570581221
26.5,29.61576088585025
26.6,29.627653228840245
26.55,29.63954557183024
26.0,29.709815227265608
26.1,30.42801734271052
26.45,30.55350362973877
26.5,30.565395972729675
26.6,30.57728831571967
26.8,30.589180658710575
27.0,30.60107300170057
26.9,30.63275818173861
26.9,30.644650524728604
26.75,30.65654286771951
27.0,30.668435210710413
27.75,30.68032755370041
28.5,30.712012733738447
28.0,30.723905076728443
28.55,30.735797419718438
28.65,30.747689762709342
28.15,30.759582105700247
27.95,30.791267285737376
27.6,30.80315962872828
27.25,30.815051971719186
27.1,30.82694431470918
27.55,30.838836657699176
27.9,30.56458489785291
28.1,30.635053724981844
28.1,30.64694606797275
28.05,30.658838410962744
28.0,30.67073075395365
28.0,30.70241593399078
27.85,30.714308276980773
27.75,30.726200619972587
27.7,30.738092962962583
27.5,30.749985305952578
27.3,30.781670485990617
27.5,30.793562828980612
27.85,30.805455171971516
27.85,30.81734751496242
27.95,30.87281738098045
28.0,30.884709723971355
27.95,30.89660206696135
27.95,30.908494409951345
28.0,30.940179589989384
28.15,31.010449245424752
29.55,31.097112379094142
29.25,31.109004722085047
28.65,31.140689902122176
28.6,31.15258224511308
28.15,31.164474588103076
27.95,31.17636693109307
27.45,31.188259274084885
27.2,31.219944454121105
26.4,31.23183679711292
26.7,31.243729140102914
26.25,31.25562148309291
26.15,31.267513826083814
26.2,31.299199006120944
26.35,31.311091349111848
26.1,31.322983692101843
26.15,31.334876035092748
26.45,31.346768378083652
26.8,31.37845355812169
28.35,31.390345901111687
28.0,31.40223824410168
27.65,31.414130587091677
27.45,31.484400242527045
27.65,31.210347654375255
27.7,31.22223999736525
27.7,31.24602468334615
27.4,31.257917026337054
27.45,31.289602206374184
27.55,31.30149454936509
27.5,31.313386892355084
27.35,31.325279235345988
27.2,31.337171578335983
27.25,31.368856758374022
27.3,31.380749101364017
27.0,31.392641444354922
27.15,31.404533787345827
27.25,31.41642613033582
27.3,31.44811131037386
27.45,31.460003653363856
27.5,31.47189599635385
27.55,31.483788339344756
28.1,31.49568068233566
28.15,31.590045138366804
28.15,31.66051396549574
28.15,31.672406308487552
27.75,31.684298651477548
27.85,31.696190994467543
27.55,31.72787617450558
27.0,31.739768517495577
27.5,31.75166086048648
27.45,31.763553203476476
27.75,31.77544554646738
27.5,31.80713072650451
27.7,31.819023069495415
27.95,31.83091541248632
27.75,31.842807755476315
27.85,31.85470009846631
27.8,31.88638527850435
27.25,31.898277621494344
27.5,31.91016996448616
27.5,31.922062307476153
27.6,31.93395465046615
27.55,31.965639830505097
27.45,31.977532173495092
27.4,32.04780182893046
27.55,31.660155296740413
27.6,31.76584874672062
27.6,31.79753392675866
27.45,31.809426269749565
27.2,31.82131861273956
27.3,31.833210955730465
27.65,31.84510329872137
27.9,31.888680821749404
28.0,31.9005731647394
28.5,31.912465507729394
29.2,31.924357850721208
29.45,31.956043030757428
29.3,31.967935373748332
29.1,31.979827716739237
29.0,31.991720059729232
28.9,32.00361240272014
28.3,32.035297582757266
28.2,32.04718992574817
28.0,32.059082268738166
28.25,32.07097461172907
28.15,32.082866954719975
28.05,31.86719167901174
26.2,31.879084022001734
26.65,31.89097636499264
26.85,31.902868707982634
26.8,31.91476105097354
26.85,31.946446231011578
26.95,31.958338574001573
27.05,31.970230916991568
27.15,31.982123259982473
27.15,31.994015602973377
27.2,32.02570078301051
27.15,32.03759312600141
27.25,32.049485468991406
27.2,32.06137781198231
27.35,32.073270154972306
27.5,32.104955335010345
27.5,32.11684767800034
27.55,32.128740020990335
27.15,32.14063236398215
27.1,32.152524706972144
27.5,31.79475457886383
27.55,32.2587815059951
27.65,32.32925033312313
28.1,32.34114267611403
28.05,32.35303501910403
27.85,32.384720199142066
28.2,32.39661254213206
28.3,32.408504885123875
28.45,32.432289571103865
28.0,32.463974751141905
27.9,32.4758670941319
27.9,32.487759437122804
28.45,32.4996517801128
28.25,32.511544123103704
28.45,32.55512164613174
28.5,32.56701398912264
28.6,32.57890633211264
28.7,32.59079867510263
28.85,32.62248385514067
28.9,32.63437619813067
29.25,32.64626854112157
29.75,32.71653819655694
30.3,32.32889166436689
30.4,32.454377951394235
30.5,32.46627029438423
30.7,32.478162637376045
31.2,32.49005498036604
30.0,32.501947323356035
29.4,32.533632503394074
29.0,32.54552484638498
29.3,32.55741718937497
29.95,32.56930953236588
28.75,32.58120187535678
28.55,32.61288705539391
28.55,32.62477939838482
28.6,32.63667174137481
28.5,32.64856408436481
28.45,32.66045642735571
28.9,32.69214160739284
28.85,32.704033950383746
28.9,32.71592629337465
28.95,32.727818636364645
29.25,32.73971097935555
29.4,32.89265191952563
29.5,32.90454426251654
29.4,32.91643660550653
29.45,32.92832894849653
30.0,32.94022129148743
30.1,32.97190647152547
30.15,32.98379881451547
30.25,32.99569115750637
30.3,33.01947584348727
30.05,33.05116102352531
30.0,33.063053366515305
30.2,33.0749457095053
30.9,33.086838052497114
31.3,33.09873039548711
31.65,33.13041557552424
31.7,33.142307918515144
31.45,33.17798494748604
31.35,33.117628947552475
31.5,33.469681742893044
31.3,33.215732163514076
31.55,33.22762450650589
31.5,33.25930968654211
31.55,33.271202029533015
31.85,33.28309437252392
32.8,33.294986715513915
32.8,33.30687905850482
32.7,33.33856423854195
32.75,33.35045658153285
32.0,33.36234892452285
32.0,33.37424126751375
31.5,33.38613361050466
31.55,33.41781879054179
31.55,33.42971113353269
31.5,33.44160347652269
31.55,33.45349581951268
31.3,33.46538816250359
30.7,33.497073342541626
29.95,33.50896568553162
30.05,33.520858028522525
30.6,33.53275037151343
30.45,33.60302002694789
30.8,33.32896743879519
30.95,33.340859781786094
31.55,33.35275212477609
32.8,33.36464446776699
32.9,33.37653681075699
32.65,33.40822199079503
32.5,33.43200667677593
31.5,33.44389901976683
31.0,33.45579136275683
30.9,33.487476542794866
30.5,33.49936888578486
29.95,33.511261228774856
29.95,33.52315357176576
29.9,33.535045914756665
29.9,33.566731094793795
29.75,33.5786234377847
28.2,33.590515780775604
28.1,33.6024081237656
27.9,33.614300466755594
28.1,34.135857622804906
28.85,34.1477499657949
29.1,34.159642308785806
29.55,34.17153465177671
29.5,34.183426994766705
27.35,34.215112174804744
27.75,34.22700451779474
27.85,34.238896860785644
25.75,34.25078920377564
24.35,34.262681546766544
24.45,34.29436672680367
25.1,34.30625906979458
25.35,34.31815141278548
25.4,34.33004375577548
25.4,34.34193609876547
24.6,34.37362127880351
24.45,34.38551362179351
24.5,34.39740596478441
24.65,34.409298307775316
25.35,34.42119065076531
26.0,34.45287583080335
26.45,34.0753128656479
26.9,34.170723576899945
28.25,34.24119240402888
28.75,34.253084747018875
27.55,34.284769927056914
26.8,34.29666227004782
26.2,34.30855461303781
26.35,34.32044695602781
27.05,34.37591682204766
27.45,34.38780916503765
27.4,34.39970150802765
